Time (s),Cars,Trucks,Buses,Total Vehicles,Green Light (s),Red Light (s),Current Phase,Emergency Detected,timestamp,vehicle,count,emergency
,,,,,,,,,2025-07-25 09:38:59,truck,1.0,False
,,,,,,,,,2025-07-25 09:38:59,car,11.0,False
,,,,,,,,,2025-07-25 09:38:59,truck,2.0,False
,,,,,,,,,2025-07-25 09:38:59,car,10.0,False
,,,,,,,,,2025-07-25 09:38:59,truck,2.0,False
,,,,,,,,,2025-07-25 09:39:00,car,11.0,False
,,,,,,,,,2025-07-25 09:39:00,truck,1.0,False
,,,,,,,,,2025-07-25 09:39:00,car,12.0,False
,,,,,,,,,2025-07-25 09:39:00,truck,1.0,False
,,,,,,,,,2025-07-25 09:39:00,car,12.0,False
,,,,,,,,,2025-07-25 09:39:00,truck,1.0,False
,,,,,,,,,2025-07-25 09:39:00,car,12.0,False
,,,,,,,,,2025-07-25 09:39:00,truck,2.0,False
,,,,,,,,,2025-07-25 09:39:00,car,12.0,False
,,,,,,,,,2025-07-25 09:39:00,truck,1.0,False
,,,,,,,,,2025-07-25 09:39:00,car,12.0,False
,,,,,,,,,2025-07-25 09:39:00,truck,1.0,False
,,,,,,,,,2025-07-25 09:39:00,car,12.0,False
,,,,,,,,,2025-07-25 09:39:00,truck,1.0,False
,,,,,,,,,2025-07-25 09:39:00,car,13.0,False
,,,,,,,,,2025-07-25 09:39:00,car,13.0,False
,,,,,,,,,2025-07-25 09:39:00,car,13.0,False
,,,,,,,,,2025-07-25 09:39:00,truck,1.0,False
,,,,,,,,,2025-07-25 09:39:01,car,14.0,False
,,,,,,,,,2025-07-25 09:39:01,truck,1.0,False
,,,,,,,,,2025-07-25 09:39:01,car,14.0,False
,,,,,,,,,2025-07-25 09:39:01,truck,1.0,False
,,,,,,,,,2025-07-25 09:39:01,car,15.0,False
,,,,,,,,,2025-07-25 09:39:01,truck,1.0,False
,,,,,,,,,2025-07-25 09:39:01,car,15.0,False
,,,,,,,,,2025-07-25 09:39:01,truck,1.0,False
,,,,,,,,,2025-07-25 09:39:01,car,15.0,False
,,,,,,,,,2025-07-25 09:39:01,truck,1.0,False
,,,,,,,,,2025-07-25 09:39:01,car,16.0,False
,,,,,,,,,2025-07-25 09:39:01,car,16.0,False
,,,,,,,,,2025-07-25 09:39:01,car,16.0,False
,,,,,,,,,2025-07-25 09:39:01,car,15.0,False
,,,,,,,,,2025-07-25 09:39:01,bus,1.0,False
,,,,,,,,,2025-07-25 09:39:02,car,15.0,False
,,,,,,,,,2025-07-25 09:39:02,car,16.0,False
,,,,,,,,,2025-07-25 09:39:02,car,17.0,False
,,,,,,,,,2025-07-25 09:39:02,car,16.0,False
,,,,,,,,,2025-07-25 09:39:02,car,16.0,False
,,,,,,,,,2025-07-25 09:39:02,car,16.0,False
,,,,,,,,,2025-07-25 09:39:02,truck,2.0,False
,,,,,,,,,2025-07-25 09:39:02,car,15.0,False
,,,,,,,,,2025-07-25 09:39:02,truck,2.0,False
,,,,,,,,,2025-07-25 09:39:02,car,14.0,False
,,,,,,,,,2025-07-25 09:39:02,truck,2.0,False
,,,,,,,,,2025-07-25 09:39:02,car,13.0,False
,,,,,,,,,2025-07-25 09:39:02,truck,2.0,False
,,,,,,,,,2025-07-25 09:39:02,car,14.0,False
,,,,,,,,,2025-07-25 09:39:02,truck,2.0,False
,,,,,,,,,2025-07-25 09:39:03,car,13.0,False
,,,,,,,,,2025-07-25 09:39:03,truck,2.0,False
,,,,,,,,,2025-07-25 09:39:03,car,14.0,False
,,,,,,,,,2025-07-25 09:39:03,truck,2.0,False
,,,,,,,,,2025-07-25 09:39:03,car,15.0,False
,,,,,,,,,2025-07-25 09:39:03,truck,2.0,False
,,,,,,,,,2025-07-25 09:39:03,car,14.0,False
,,,,,,,,,2025-07-25 09:39:03,truck,2.0,False
,,,,,,,,,2025-07-25 09:39:03,car,15.0,False
,,,,,,,,,2025-07-25 09:39:03,truck,3.0,False
,,,,,,,,,2025-07-25 09:39:03,car,14.0,False
,,,,,,,,,2025-07-25 09:39:03,truck,2.0,False
,,,,,,,,,2025-07-25 09:39:03,car,14.0,False
,,,,,,,,,2025-07-25 09:39:03,truck,3.0,False
,,,,,,,,,2025-07-25 09:39:03,car,16.0,False
,,,,,,,,,2025-07-25 09:39:03,truck,2.0,False
,,,,,,,,,2025-07-25 09:39:03,car,14.0,False
,,,,,,,,,2025-07-25 09:39:03,truck,2.0,False
,,,,,,,,,2025-07-25 09:39:03,car,15.0,False
,,,,,,,,,2025-07-25 09:39:03,truck,2.0,False
,,,,,,,,,2025-07-25 09:39:04,car,15.0,False
,,,,,,,,,2025-07-25 09:39:04,truck,2.0,False
,,,,,,,,,2025-07-25 09:39:04,car,14.0,False
,,,,,,,,,2025-07-25 09:39:04,truck,2.0,False
,,,,,,,,,2025-07-25 09:39:04,car,14.0,False
,,,,,,,,,2025-07-25 09:39:04,truck,2.0,False
,,,,,,,,,2025-07-25 09:39:04,car,15.0,False
,,,,,,,,,2025-07-25 09:39:04,truck,2.0,False
,,,,,,,,,2025-07-25 09:39:04,bus,1.0,False
,,,,,,,,,2025-07-25 09:39:04,car,13.0,False
,,,,,,,,,2025-07-25 09:39:04,truck,2.0,False
,,,,,,,,,2025-07-25 09:39:04,car,14.0,False
,,,,,,,,,2025-07-25 09:39:04,truck,2.0,False
,,,,,,,,,2025-07-25 09:39:04,car,12.0,False
,,,,,,,,,2025-07-25 09:39:04,truck,2.0,False
,,,,,,,,,2025-07-25 09:39:04,car,13.0,False
,,,,,,,,,2025-07-25 09:39:04,truck,1.0,False
,,,,,,,,,2025-07-25 09:39:04,car,12.0,False
,,,,,,,,,2025-07-25 09:39:04,truck,2.0,False
,,,,,,,,,2025-07-25 09:39:04,car,12.0,False
,,,,,,,,,2025-07-25 09:39:04,truck,1.0,False
,,,,,,,,,2025-07-25 09:39:04,car,12.0,False
,,,,,,,,,2025-07-25 09:39:04,truck,2.0,False
,,,,,,,,,2025-07-25 09:39:05,car,13.0,False
,,,,,,,,,2025-07-25 09:39:05,truck,2.0,False
,,,,,,,,,2025-07-25 09:39:05,car,13.0,False
,,,,,,,,,2025-07-25 09:39:05,truck,2.0,False
,,,,,,,,,2025-07-25 09:39:05,car,12.0,False
,,,,,,,,,2025-07-25 09:39:05,truck,1.0,False
,,,,,,,,,2025-07-25 09:39:05,car,14.0,False
,,,,,,,,,2025-07-25 09:39:05,truck,1.0,False
,,,,,,,,,2025-07-25 09:39:05,car,11.0,False
,,,,,,,,,2025-07-25 09:39:05,truck,1.0,False
,,,,,,,,,2025-07-25 09:39:05,car,11.0,False
,,,,,,,,,2025-07-25 09:39:05,truck,1.0,False
,,,,,,,,,2025-07-25 09:39:05,car,12.0,False
,,,,,,,,,2025-07-25 09:39:05,truck,2.0,False
,,,,,,,,,2025-07-25 09:39:05,car,11.0,False
,,,,,,,,,2025-07-25 09:39:05,truck,2.0,False
,,,,,,,,,2025-07-25 09:39:05,car,12.0,False
,,,,,,,,,2025-07-25 09:39:05,truck,2.0,False
,,,,,,,,,2025-07-25 09:39:05,car,11.0,False
,,,,,,,,,2025-07-25 09:39:05,truck,2.0,False
,,,,,,,,,2025-07-25 09:39:06,car,11.0,False
,,,,,,,,,2025-07-25 09:39:06,truck,2.0,False
,,,,,,,,,2025-07-25 09:39:06,car,12.0,False
,,,,,,,,,2025-07-25 09:39:06,truck,2.0,False
,,,,,,,,,2025-07-25 09:39:06,car,14.0,False
,,,,,,,,,2025-07-25 09:39:06,truck,2.0,False
,,,,,,,,,2025-07-25 09:39:06,car,13.0,False
,,,,,,,,,2025-07-25 09:39:06,truck,2.0,False
,,,,,,,,,2025-07-25 09:39:06,car,13.0,False
,,,,,,,,,2025-07-25 09:39:06,truck,2.0,False
,,,,,,,,,2025-07-25 09:39:06,car,15.0,False
,,,,,,,,,2025-07-25 09:39:06,truck,1.0,False
,,,,,,,,,2025-07-25 09:39:06,car,12.0,False
,,,,,,,,,2025-07-25 09:39:06,truck,2.0,False
,,,,,,,,,2025-07-25 09:39:06,car,12.0,False
,,,,,,,,,2025-07-25 09:39:06,truck,1.0,False
,,,,,,,,,2025-07-25 09:39:06,car,12.0,False
,,,,,,,,,2025-07-25 09:39:06,truck,2.0,False
,,,,,,,,,2025-07-25 09:39:07,car,13.0,False
,,,,,,,,,2025-07-25 09:39:07,truck,2.0,False
,,,,,,,,,2025-07-25 09:39:07,bus,1.0,False
,,,,,,,,,2025-07-25 09:39:07,car,13.0,False
,,,,,,,,,2025-07-25 09:39:07,truck,2.0,False
,,,,,,,,,2025-07-25 09:39:07,car,13.0,False
,,,,,,,,,2025-07-25 09:39:07,truck,2.0,False
,,,,,,,,,2025-07-25 09:39:07,car,14.0,False
,,,,,,,,,2025-07-25 09:39:07,truck,2.0,False
,,,,,,,,,2025-07-25 09:39:07,car,13.0,False
,,,,,,,,,2025-07-25 09:39:07,truck,2.0,False
,,,,,,,,,2025-07-25 09:39:07,bus,1.0,False
,,,,,,,,,2025-07-25 09:39:07,car,13.0,False
,,,,,,,,,2025-07-25 09:39:07,truck,2.0,False
,,,,,,,,,2025-07-25 09:39:07,bus,1.0,False
,,,,,,,,,2025-07-25 09:39:07,car,15.0,False
,,,,,,,,,2025-07-25 09:39:07,truck,2.0,False
,,,,,,,,,2025-07-25 09:39:07,bus,1.0,False
,,,,,,,,,2025-07-25 09:39:07,car,15.0,False
,,,,,,,,,2025-07-25 09:39:07,truck,2.0,False
,,,,,,,,,2025-07-25 09:39:07,bus,1.0,False
,,,,,,,,,2025-07-25 09:39:07,car,14.0,False
,,,,,,,,,2025-07-25 09:39:07,truck,1.0,False
,,,,,,,,,2025-07-25 09:39:07,bus,1.0,False
,,,,,,,,,2025-07-25 09:39:07,car,14.0,False
,,,,,,,,,2025-07-25 09:39:07,truck,2.0,False
,,,,,,,,,2025-07-25 09:39:07,bus,1.0,False
,,,,,,,,,2025-07-25 09:39:08,car,14.0,False
,,,,,,,,,2025-07-25 09:39:08,truck,1.0,False
,,,,,,,,,2025-07-25 09:39:08,bus,1.0,False
,,,,,,,,,2025-07-25 09:39:08,car,12.0,False
,,,,,,,,,2025-07-25 09:39:08,truck,1.0,False
,,,,,,,,,2025-07-25 09:39:08,bus,1.0,False
,,,,,,,,,2025-07-25 09:39:08,car,12.0,False
,,,,,,,,,2025-07-25 09:39:08,truck,1.0,False
,,,,,,,,,2025-07-25 09:39:08,bus,2.0,False
,,,,,,,,,2025-07-25 09:39:08,car,12.0,False
,,,,,,,,,2025-07-25 09:39:08,truck,2.0,False
,,,,,,,,,2025-07-25 09:39:08,bus,2.0,False
,,,,,,,,,2025-07-25 09:39:08,car,12.0,False
,,,,,,,,,2025-07-25 09:39:08,truck,2.0,False
,,,,,,,,,2025-07-25 09:39:08,bus,2.0,False
,,,,,,,,,2025-07-25 09:39:08,car,12.0,False
,,,,,,,,,2025-07-25 09:39:08,truck,1.0,False
,,,,,,,,,2025-07-25 09:39:08,bus,2.0,False
,,,,,,,,,2025-07-25 09:39:08,car,12.0,False
,,,,,,,,,2025-07-25 09:39:08,truck,3.0,False
,,,,,,,,,2025-07-25 09:39:08,bus,2.0,False
,,,,,,,,,2025-07-25 09:39:08,car,12.0,False
,,,,,,,,,2025-07-25 09:39:08,truck,3.0,False
,,,,,,,,,2025-07-25 09:39:08,bus,2.0,False
,,,,,,,,,2025-07-25 09:39:08,car,13.0,False
,,,,,,,,,2025-07-25 09:39:08,truck,2.0,False
,,,,,,,,,2025-07-25 09:39:08,bus,2.0,False
,,,,,,,,,2025-07-25 09:39:08,car,15.0,False
,,,,,,,,,2025-07-25 09:39:08,truck,2.0,False
,,,,,,,,,2025-07-25 09:39:09,car,17.0,False
,,,,,,,,,2025-07-25 09:39:09,truck,2.0,False
,,,,,,,,,2025-07-25 09:39:09,car,17.0,False
,,,,,,,,,2025-07-25 09:39:09,truck,2.0,False
,,,,,,,,,2025-07-25 09:39:09,car,18.0,False
,,,,,,,,,2025-07-25 09:39:09,truck,2.0,False
,,,,,,,,,2025-07-25 09:39:09,bus,1.0,False
,,,,,,,,,2025-07-25 09:39:09,car,16.0,False
,,,,,,,,,2025-07-25 09:39:09,truck,3.0,False
,,,,,,,,,2025-07-25 09:39:09,bus,1.0,False
,,,,,,,,,2025-07-25 09:39:09,car,16.0,False
,,,,,,,,,2025-07-25 09:39:09,truck,2.0,False
,,,,,,,,,2025-07-25 09:39:09,bus,1.0,False
,,,,,,,,,2025-07-25 09:39:09,car,16.0,False
,,,,,,,,,2025-07-25 09:39:09,truck,2.0,False
,,,,,,,,,2025-07-25 09:39:09,bus,1.0,False
,,,,,,,,,2025-07-25 09:39:09,car,17.0,False
,,,,,,,,,2025-07-25 09:39:09,truck,2.0,False
,,,,,,,,,2025-07-25 09:39:09,bus,1.0,False
,,,,,,,,,2025-07-25 09:39:09,car,16.0,False
,,,,,,,,,2025-07-25 09:39:09,truck,2.0,False
,,,,,,,,,2025-07-25 09:39:09,bus,1.0,False
,,,,,,,,,2025-07-25 09:39:09,car,17.0,False
,,,,,,,,,2025-07-25 09:39:09,truck,2.0,False
,,,,,,,,,2025-07-25 09:39:10,car,15.0,False
,,,,,,,,,2025-07-25 09:39:10,truck,2.0,False
,,,,,,,,,2025-07-25 09:39:10,bus,2.0,False
,,,,,,,,,2025-07-25 09:39:10,car,15.0,False
,,,,,,,,,2025-07-25 09:39:10,truck,2.0,False
,,,,,,,,,2025-07-25 09:39:10,bus,1.0,False
,,,,,,,,,2025-07-25 09:39:10,car,17.0,False
,,,,,,,,,2025-07-25 09:39:10,truck,2.0,False
,,,,,,,,,2025-07-25 09:39:10,car,17.0,False
,,,,,,,,,2025-07-25 09:39:10,truck,2.0,False
,,,,,,,,,2025-07-25 09:39:10,car,16.0,False
,,,,,,,,,2025-07-25 09:39:10,truck,2.0,False
,,,,,,,,,2025-07-25 09:39:10,car,14.0,False
,,,,,,,,,2025-07-25 09:39:10,truck,2.0,False
,,,,,,,,,2025-07-25 09:39:10,car,15.0,False
,,,,,,,,,2025-07-25 09:39:10,truck,2.0,False
,,,,,,,,,2025-07-25 09:39:10,car,15.0,False
,,,,,,,,,2025-07-25 09:39:10,truck,2.0,False
,,,,,,,,,2025-07-25 09:39:10,car,14.0,False
,,,,,,,,,2025-07-25 09:39:10,truck,3.0,False
,,,,,,,,,2025-07-25 09:39:10,car,15.0,False
,,,,,,,,,2025-07-25 09:39:10,truck,3.0,False
,,,,,,,,,2025-07-25 09:39:11,car,16.0,False
,,,,,,,,,2025-07-25 09:39:11,truck,3.0,False
,,,,,,,,,2025-07-25 09:39:11,car,15.0,False
,,,,,,,,,2025-07-25 09:39:11,truck,2.0,False
,,,,,,,,,2025-07-25 09:39:11,bus,1.0,False
,,,,,,,,,2025-07-25 09:39:11,car,13.0,False
,,,,,,,,,2025-07-25 09:39:11,truck,2.0,False
,,,,,,,,,2025-07-25 09:39:11,bus,1.0,False
,,,,,,,,,2025-07-25 09:39:11,car,13.0,False
,,,,,,,,,2025-07-25 09:39:11,truck,2.0,False
,,,,,,,,,2025-07-25 09:39:11,bus,1.0,False
,,,,,,,,,2025-07-25 09:39:11,car,14.0,False
,,,,,,,,,2025-07-25 09:39:11,truck,1.0,False
,,,,,,,,,2025-07-25 09:39:11,bus,1.0,False
,,,,,,,,,2025-07-25 09:39:11,car,15.0,False
,,,,,,,,,2025-07-25 09:39:11,truck,1.0,False
,,,,,,,,,2025-07-25 09:39:11,bus,1.0,False
,,,,,,,,,2025-07-25 09:39:11,car,14.0,False
,,,,,,,,,2025-07-25 09:39:11,truck,2.0,False
,,,,,,,,,2025-07-25 09:39:11,bus,1.0,False
,,,,,,,,,2025-07-25 09:39:11,car,12.0,False
,,,,,,,,,2025-07-25 09:39:11,truck,1.0,False
,,,,,,,,,2025-07-25 09:39:11,bus,1.0,False
,,,,,,,,,2025-07-25 09:39:12,car,12.0,False
,,,,,,,,,2025-07-25 09:39:12,truck,1.0,False
,,,,,,,,,2025-07-25 09:39:12,bus,1.0,False
,,,,,,,,,2025-07-25 09:39:12,car,15.0,False
,,,,,,,,,2025-07-25 09:39:12,truck,1.0,False
,,,,,,,,,2025-07-25 09:39:12,bus,1.0,False
,,,,,,,,,2025-07-25 09:39:12,car,17.0,False
,,,,,,,,,2025-07-25 09:39:12,bus,1.0,False
,,,,,,,,,2025-07-25 09:39:12,truck,2.0,False
,,,,,,,,,2025-07-25 09:39:12,car,17.0,False
,,,,,,,,,2025-07-25 09:39:12,bus,1.0,False
,,,,,,,,,2025-07-25 09:39:12,truck,3.0,False
,,,,,,,,,2025-07-25 09:39:12,car,15.0,False
,,,,,,,,,2025-07-25 09:39:12,bus,1.0,False
,,,,,,,,,2025-07-25 09:39:12,truck,1.0,False
,,,,,,,,,2025-07-25 09:39:12,car,15.0,False
,,,,,,,,,2025-07-25 09:39:12,truck,1.0,False
,,,,,,,,,2025-07-25 09:39:12,bus,1.0,False
,,,,,,,,,2025-07-25 09:39:12,car,16.0,False
,,,,,,,,,2025-07-25 09:39:12,truck,1.0,False
,,,,,,,,,2025-07-25 09:39:12,bus,1.0,False
,,,,,,,,,2025-07-25 09:39:12,car,12.0,False
,,,,,,,,,2025-07-25 09:39:12,truck,1.0,False
,,,,,,,,,2025-07-25 09:39:12,bus,1.0,False
,,,,,,,,,2025-07-25 09:39:12,car,13.0,False
,,,,,,,,,2025-07-25 09:39:12,truck,2.0,False
,,,,,,,,,2025-07-25 09:39:12,bus,1.0,False
,,,,,,,,,2025-07-25 09:39:13,car,14.0,False
,,,,,,,,,2025-07-25 09:39:13,truck,1.0,False
,,,,,,,,,2025-07-25 09:39:13,bus,1.0,False
,,,,,,,,,2025-07-25 09:39:13,car,16.0,False
,,,,,,,,,2025-07-25 09:39:13,truck,2.0,False
,,,,,,,,,2025-07-25 09:39:13,bus,1.0,False
,,,,,,,,,2025-07-25 09:39:13,car,16.0,False
,,,,,,,,,2025-07-25 09:39:13,truck,3.0,False
,,,,,,,,,2025-07-25 09:39:13,bus,1.0,False
,,,,,,,,,2025-07-25 09:39:13,car,14.0,False
,,,,,,,,,2025-07-25 09:39:13,truck,2.0,False
,,,,,,,,,2025-07-25 09:39:13,bus,1.0,False
,,,,,,,,,2025-07-25 09:39:13,car,15.0,False
,,,,,,,,,2025-07-25 09:39:13,truck,2.0,False
,,,,,,,,,2025-07-25 09:39:13,bus,1.0,False
,,,,,,,,,2025-07-25 09:39:13,car,15.0,False
,,,,,,,,,2025-07-25 09:39:13,truck,3.0,False
,,,,,,,,,2025-07-25 09:39:13,bus,1.0,False
,,,,,,,,,2025-07-25 09:39:13,car,16.0,False
,,,,,,,,,2025-07-25 09:39:13,truck,3.0,False
,,,,,,,,,2025-07-25 09:39:13,bus,1.0,False
,,,,,,,,,2025-07-25 09:39:13,car,16.0,False
,,,,,,,,,2025-07-25 09:39:13,truck,3.0,False
,,,,,,,,,2025-07-25 09:39:13,bus,1.0,False
,,,,,,,,,2025-07-25 09:39:13,car,17.0,False
,,,,,,,,,2025-07-25 09:39:13,bus,1.0,False
,,,,,,,,,2025-07-25 09:39:13,truck,2.0,False
,,,,,,,,,2025-07-25 09:39:14,car,15.0,False
,,,,,,,,,2025-07-25 09:39:14,bus,1.0,False
,,,,,,,,,2025-07-25 09:39:14,truck,3.0,False
,,,,,,,,,2025-07-25 09:39:14,car,16.0,False
,,,,,,,,,2025-07-25 09:39:14,bus,1.0,False
,,,,,,,,,2025-07-25 09:39:14,truck,1.0,False
,,,,,,,,,2025-07-25 09:39:14,car,15.0,False
,,,,,,,,,2025-07-25 09:39:14,bus,1.0,False
,,,,,,,,,2025-07-25 09:39:14,truck,2.0,False
,,,,,,,,,2025-07-25 09:39:14,car,15.0,False
,,,,,,,,,2025-07-25 09:39:14,bus,1.0,False
,,,,,,,,,2025-07-25 09:39:14,car,14.0,False
,,,,,,,,,2025-07-25 09:39:14,bus,1.0,False
,,,,,,,,,2025-07-25 09:39:14,car,16.0,False
,,,,,,,,,2025-07-25 09:39:14,bus,1.0,False
,,,,,,,,,2025-07-25 09:39:14,car,16.0,False
,,,,,,,,,2025-07-25 09:39:14,bus,1.0,False
,,,,,,,,,2025-07-25 09:39:14,truck,1.0,False
,,,,,,,,,2025-07-25 09:39:14,car,17.0,False
,,,,,,,,,2025-07-25 09:39:14,bus,1.0,False
,,,,,,,,,2025-07-25 09:39:14,truck,1.0,False
,,,,,,,,,2025-07-25 09:39:14,car,15.0,False
,,,,,,,,,2025-07-25 09:39:14,bus,1.0,False
,,,,,,,,,2025-07-25 09:39:14,truck,1.0,False
,,,,,,,,,2025-07-25 09:39:14,car,16.0,False
,,,,,,,,,2025-07-25 09:39:14,bus,1.0,False
,,,,,,,,,2025-07-25 09:39:14,truck,1.0,False
,,,,,,,,,2025-07-25 09:39:15,car,17.0,False
,,,,,,,,,2025-07-25 09:39:15,bus,1.0,False
,,,,,,,,,2025-07-25 09:39:15,truck,1.0,False
,,,,,,,,,2025-07-25 09:39:15,car,16.0,False
,,,,,,,,,2025-07-25 09:39:15,truck,2.0,False
,,,,,,,,,2025-07-25 09:39:15,bus,1.0,False
,,,,,,,,,2025-07-25 09:39:15,car,18.0,False
,,,,,,,,,2025-07-25 09:39:15,truck,2.0,False
,,,,,,,,,2025-07-25 09:39:15,bus,1.0,False
,,,,,,,,,2025-07-25 09:39:15,car,17.0,False
,,,,,,,,,2025-07-25 09:39:15,truck,2.0,False
,,,,,,,,,2025-07-25 09:39:15,car,17.0,False
,,,,,,,,,2025-07-25 09:39:15,bus,1.0,False
,,,,,,,,,2025-07-25 09:39:15,truck,2.0,False
,,,,,,,,,2025-07-25 09:39:15,car,17.0,False
,,,,,,,,,2025-07-25 09:39:15,truck,2.0,False
,,,,,,,,,2025-07-25 09:39:15,bus,1.0,False
,,,,,,,,,2025-07-25 09:39:15,car,17.0,False
,,,,,,,,,2025-07-25 09:39:15,truck,1.0,False
,,,,,,,,,2025-07-25 09:39:15,car,17.0,False
,,,,,,,,,2025-07-25 09:39:15,truck,1.0,False
,,,,,,,,,2025-07-25 09:39:15,car,18.0,False
,,,,,,,,,2025-07-25 09:39:15,truck,1.0,False
,,,,,,,,,2025-07-25 09:39:15,car,17.0,False
,,,,,,,,,2025-07-25 09:39:15,truck,2.0,False
,,,,,,,,,2025-07-25 09:39:16,car,17.0,False
,,,,,,,,,2025-07-25 09:39:16,truck,2.0,False
,,,,,,,,,2025-07-25 09:39:16,car,16.0,False
,,,,,,,,,2025-07-25 09:39:16,truck,2.0,False
,,,,,,,,,2025-07-25 09:39:16,car,17.0,False
,,,,,,,,,2025-07-25 09:39:16,truck,2.0,False
,,,,,,,,,2025-07-25 09:39:16,car,16.0,False
,,,,,,,,,2025-07-25 09:39:16,truck,1.0,False
,,,,,,,,,2025-07-25 09:39:16,car,18.0,False
,,,,,,,,,2025-07-25 09:39:16,truck,2.0,False
,,,,,,,,,2025-07-25 09:39:16,car,16.0,False
,,,,,,,,,2025-07-25 09:39:16,truck,2.0,False
,,,,,,,,,2025-07-25 09:39:16,car,15.0,False
,,,,,,,,,2025-07-25 09:39:16,truck,2.0,False
,,,,,,,,,2025-07-25 09:39:16,bus,1.0,False
,,,,,,,,,2025-07-25 09:39:16,car,14.0,False
,,,,,,,,,2025-07-25 09:39:16,truck,2.0,False
,,,,,,,,,2025-07-25 09:39:16,car,13.0,False
,,,,,,,,,2025-07-25 09:39:16,truck,2.0,False
,,,,,,,,,2025-07-25 09:39:17,car,14.0,False
,,,,,,,,,2025-07-25 09:39:17,truck,2.0,False
,,,,,,,,,2025-07-25 09:39:17,car,14.0,False
,,,,,,,,,2025-07-25 09:39:17,truck,2.0,False
,,,,,,,,,2025-07-25 09:39:17,car,14.0,False
,,,,,,,,,2025-07-25 09:39:17,truck,2.0,False
,,,,,,,,,2025-07-25 09:39:17,car,13.0,False
,,,,,,,,,2025-07-25 09:39:17,truck,2.0,False
,,,,,,,,,2025-07-25 09:39:17,car,15.0,False
,,,,,,,,,2025-07-25 09:39:17,truck,2.0,False
,,,,,,,,,2025-07-25 09:39:17,car,15.0,False
,,,,,,,,,2025-07-25 09:39:17,truck,2.0,False
,,,,,,,,,2025-07-25 09:39:17,car,15.0,False
,,,,,,,,,2025-07-25 09:39:17,truck,2.0,False
,,,,,,,,,2025-07-25 09:39:17,car,15.0,False
,,,,,,,,,2025-07-25 09:39:17,truck,1.0,False
,,,,,,,,,2025-07-25 09:39:17,car,13.0,False
,,,,,,,,,2025-07-25 09:39:17,truck,1.0,False
,,,,,,,,,2025-07-25 09:39:17,car,13.0,False
,,,,,,,,,2025-07-25 09:39:17,truck,1.0,False
,,,,,,,,,2025-07-25 09:39:18,car,13.0,False
,,,,,,,,,2025-07-25 09:39:18,truck,2.0,False
,,,,,,,,,2025-07-25 09:39:18,car,13.0,False
,,,,,,,,,2025-07-25 09:39:18,truck,2.0,False
,,,,,,,,,2025-07-25 09:39:18,car,13.0,False
,,,,,,,,,2025-07-25 09:39:18,truck,2.0,False
,,,,,,,,,2025-07-25 09:39:18,car,13.0,False
,,,,,,,,,2025-07-25 09:39:18,truck,2.0,False
,,,,,,,,,2025-07-25 09:39:18,car,14.0,False
,,,,,,,,,2025-07-25 09:39:18,truck,1.0,False
,,,,,,,,,2025-07-25 09:39:18,car,14.0,False
,,,,,,,,,2025-07-25 09:39:18,truck,2.0,False
,,,,,,,,,2025-07-25 09:39:18,car,14.0,False
,,,,,,,,,2025-07-25 09:39:18,truck,2.0,False
,,,,,,,,,2025-07-25 09:39:18,car,15.0,False
,,,,,,,,,2025-07-25 09:39:18,truck,2.0,False
,,,,,,,,,2025-07-25 09:39:18,car,15.0,False
,,,,,,,,,2025-07-25 09:39:18,truck,2.0,False
,,,,,,,,,2025-07-25 09:39:18,car,15.0,False
,,,,,,,,,2025-07-25 09:39:18,truck,2.0,False
,,,,,,,,,2025-07-25 09:39:19,car,15.0,False
,,,,,,,,,2025-07-25 09:39:19,truck,1.0,False
,,,,,,,,,2025-07-25 09:39:19,car,15.0,False
,,,,,,,,,2025-07-25 09:39:19,truck,1.0,False
,,,,,,,,,2025-07-25 09:39:19,car,15.0,False
,,,,,,,,,2025-07-25 09:39:19,truck,1.0,False
,,,,,,,,,2025-07-25 09:39:19,car,15.0,False
,,,,,,,,,2025-07-25 09:39:19,truck,1.0,False
,,,,,,,,,2025-07-25 09:39:19,car,16.0,False
,,,,,,,,,2025-07-25 09:39:19,truck,1.0,False
,,,,,,,,,2025-07-25 09:39:19,car,16.0,False
,,,,,,,,,2025-07-25 09:39:19,truck,1.0,False
,,,,,,,,,2025-07-25 09:39:19,car,17.0,False
,,,,,,,,,2025-07-25 09:39:19,truck,1.0,False
,,,,,,,,,2025-07-25 09:39:19,car,16.0,False
,,,,,,,,,2025-07-25 09:39:19,truck,1.0,False
,,,,,,,,,2025-07-25 09:39:19,car,16.0,False
,,,,,,,,,2025-07-25 09:39:19,truck,1.0,False
,,,,,,,,,2025-07-25 09:39:19,car,16.0,False
,,,,,,,,,2025-07-25 09:39:19,truck,1.0,False
,,,,,,,,,2025-07-25 09:39:20,car,15.0,False
,,,,,,,,,2025-07-25 09:39:20,truck,1.0,False
,,,,,,,,,2025-07-25 09:39:20,car,15.0,False
,,,,,,,,,2025-07-25 09:39:20,truck,1.0,False
,,,,,,,,,2025-07-25 09:39:20,car,14.0,False
,,,,,,,,,2025-07-25 09:39:20,truck,1.0,False
,,,,,,,,,2025-07-25 09:39:20,car,15.0,False
,,,,,,,,,2025-07-25 09:39:20,truck,1.0,False
,,,,,,,,,2025-07-25 09:39:20,car,15.0,False
,,,,,,,,,2025-07-25 09:39:20,truck,1.0,False
,,,,,,,,,2025-07-25 09:39:20,car,17.0,False
